,TCGA.BH.A1EV,TCGA.BH.A1F8,TCGA.BH.A1F0,TCGA.AC.A2FM,TCGA.BH.A1F2,TCGA.BH.A1FD,TCGA.BH.A1FH,TCGA.BH.A203,TCGA.BH.A1EU,TCGA.BH.A1FM,TCGA.BH.A1FR,TCGA.BH.A1EW,TCGA.BH.A208,TCGA.BH.A1FJ,TCGA.BH.A1EN,TCGA.BH.A1FN,TCGA.BH.A1FE,TCGA.BH.A1ET,TCGA.BH.A204,TCGA.BH.A1EO,TCGA.BH.A1F6,TCGA.BH.A1FC,TCGA.BH.A1FB,TCGA.BH.A1FG,TCGA.BH.A209
cg24530147>PRR23C,5.358298022,4.265932599,4.523410259,5.261370803,2.663919738,3.250173563,4.571578077,3.216594466,3.789096691,4.395484749,4.780383048,4.305866414,3.237687779,5.150635425,3.614587686,1.024264156,2.715940683,2.938899724,1.997402906,3.634074302,2.157029589,2.206046807,3.622484672,1.676201464,2.984534543
cg25181043>NA,4.067228629,4.123545486,4.102657286,4.230884,5.520491291,5.062128798,3.215123989,6.182861919,3.439949504,5.650470292,6.08155473,5.248442354,1.624621827,4.268969633,3.797029084,2.137323061,3.397958896,4.299149281,4.636962462,5.419419084,3.840915779,2.630426966,5.917180352,2.874176202,4.368513428
cg03987199>OPRD1,5.98847737,6.82575372,5.604907923,7.298832573,3.523711946,4.179154875,5.351618089,4.608830824,5.156149183,5.250024416,3.511981131,6.602080149,6.259885443,3.65931871,3.789152375,3.839561053,3.802636358,4.010669159,4.021519554,2.857525171,4.89995714,4.449783237,6.606684101,5.087399353,4.652310703
cg01248385>MCF2L,4.90249714,4.379127624,5.801358421,5.6060339,2.916651673,3.232551807,4.485971245,4.323260472,6.373787975,4.758686063,5.32747534,6.389180422,3.47639597,5.395490039,3.334920347,3.44652138,5.661743431,4.54263351,2.930694535,3.719460102,4.072748981,4.49209238,5.967421289,4.759662356,4.168049616
cg20390711>C6orf174,6.625876264,7.390638988,4.64336838,4.563194815,3.978811054,4.383144411,7.33145175,5.812933442,6.12886854,7.424890676,3.675049674,4.377142317,4.554530686,4.118607409,4.681846704,3.734348885,3.654898075,3.40465838,5.187825965,2.84653412,4.022231964,5.858142491,4.975254797,4.787218179,3.674548472
cg10714510>HLA-DQB2,4.19166063,3.701078187,5.209026583,3.610886566,4.547804638,3.652680749,2.65698308,4.533360069,4.325486532,1.894873432,2.546917395,3.633292017,2.948062244,4.125270818,2.724957605,2.215748527,2.490151157,2.36902238,3.713078995,1.762421094,2.449696583,4.375844902,2.461948697,4.208218761,3.020518726
cg01071314>PRDM16,6.180846704,5.267424849,4.536437852,4.198866779,6.882473879,3.65159625,6.495480666,5.50868713,4.972479654,4.061090064,4.707939957,5.377519816,5.790172647,3.936752216,6.428448145,2.575322027,4.513875466,4.685959678,6.619783906,6.845655771,6.034996809,3.778493795,5.358030512,4.981445507,7.250927907
cg22444338>C7orf50,5.270097643,4.762897649,6.222671948,4.691462479,5.855748778,2.888367736,5.055585148,5.256801345,4.850502556,3.669443564,5.676996158,3.827924533,2.652284529,3.696344074,6.53726308,3.826123564,4.82117358,5.761994613,7.163745201,6.231225409,5.154504664,5.797047436,3.700816983,5.898232296,4.326008167
cg15213081>NA,5.133088641,6.125169562,5.042087591,6.332695653,3.408261722,3.557329716,6.112011646,4.625021092,6.618173938,4.696359258,4.380311279,5.625597857,3.414177675,3.022725369,2.423868454,2.56671657,3.725042845,3.075060946,5.057448741,2.202891485,4.196905071,3.854048898,5.815120607,4.245961097,3.367296378
cg07488417>NA,2.413121142,2.033667231,4.873499839,1.605944942,3.291018951,2.888793311,3.950740275,4.559150568,2.109665146,3.922371488,2.212138045,1.887019648,2.850373039,4.204867761,4.654481272,3.911472339,2.063421281,2.112709267,2.630049561,2.618973245,2.934995777,3.217634073,3.979840136,4.053999106,3.552537074
cg07796016>LCE1C,4.200815899,3.996564827,4.183830505,4.191132551,2.148941329,2.461660101,2.086621576,2.389117885,2.271478846,2.597717354,1.841289578,2.518847526,2.080806955,0.277427691,2.150544795,3.811981473,0.351473989,1.683704392,4.696569733,1.947464931,4.344490716,3.89519955,4.368821021,2.1579478,4.490978018
cg02522760>FGF8,6.160155064,5.404711503,4.657483005,5.193671587,6.213585936,3.263005652,6.156777076,6.695352737,4.423770316,5.118766326,4.053155496,7.088426829,5.925675947,3.358236995,6.878098591,3.401872064,5.706143818,5.213436228,5.931144709,3.742098782,6.539585765,6.513667008,5.880342795,4.363721161,5.636350987
cg09508938>NA,3.128595607,5.610157645,4.418610682,6.03420341,3.890191268,5.030421857,6.691645051,4.368014288,3.351301989,4.560915624,1.912477671,4.152440564,6.959996911,2.532724684,4.145902765,1.928018757,2.891169979,5.188227913,2.104752758,3.773207672,3.716663253,4.553014355,3.307228134,5.479551853,3.420801766
cg26030804>SLC25A22,5.99406806,3.954008147,7.4052088,4.721987039,5.739293251,6.692594543,5.951713767,5.37026315,6.961934185,4.468214196,6.558265968,4.278107642,3.909098549,4.451202812,5.463809404,3.954733715,3.755876633,6.119495957,6.395561426,7.80347968,4.765744116,4.092015588,5.078262566,5.237799107,5.963663966
cg09695261>TMEM105,6.646139172,5.037140133,6.266205733,6.489047499,4.490718768,5.594037616,4.936311295,5.619456808,7.21797519,3.875064616,6.795595334,6.902956935,4.626729865,5.531206648,7.401046454,6.871023443,5.49899552,5.069260968,6.871441677,7.423442642,5.483990522,6.037147711,5.015106046,7.094612136,5.782698257
cg02003272>NA,5.383321565,3.383202704,2.92947783,2.902967027,4.681504466,2.611034133,5.89140516,4.755652787,2.210715226,3.291965354,4.239685629,4.97734989,4.941351459,2.307415688,4.627519987,3.379852092,3.328094836,3.563099348,5.365430926,4.439384133,5.711734088,4.858186556,4.576929544,2.915463916,5.203162371
cg08374687>ADAD1,6.387825461,6.845414369,7.091620939,6.967353044,5.314145135,4.600611878,6.257675442,5.111678657,6.445109783,5.154015403,6.601471231,6.776526048,4.201806803,6.661600697,6.64296176,3.310063793,4.598817644,3.954773437,6.626275103,4.579261699,6.046961879,4.799565241,5.838909336,5.156234165,4.735916494
cg06800849>ACSF3,7.499675866,7.373055906,5.540359755,7.406626218,6.929235529,6.829779092,7.408718405,5.48643597,7.539501307,7.070038362,6.020004748,5.819803651,5.024552977,4.63289876,6.290234707,4.276445849,5.692199568,7.300207943,6.507960131,7.520737207,7.18892323,4.476606902,4.761525908,7.056995325,5.769662089
cg21620969>LRDD,3.743588585,6.275709203,6.462090349,3.448678407,5.081600229,5.734883792,4.294739679,5.485783983,5.588689865,2.949065861,4.140155156,4.874719321,4.23334947,3.734082767,4.567763315,4.169172572,3.698097448,6.612923117,5.788469672,6.871139306,5.481625742,7.076795075,3.819597552,4.109511805,6.887487642
cg23123621>KIAA1530,4.573562444,5.531103699,5.949598588,6.697042655,3.700357063,2.740746332,4.439862945,5.051404248,5.941238948,5.003808354,5.793776265,3.201123848,4.027189936,4.007954684,4.511187587,3.174823549,3.428390066,5.018678705,5.485375127,6.491251887,3.426247023,5.145334527,3.813326256,5.662451096,4.593761851
cg10402321>UBXN11,4.179346074,2.939624147,3.243644646,6.110838482,4.523930803,5.257321516,3.680920958,4.041619682,5.498459259,5.197718016,3.303469899,5.365431114,5.463464709,3.999323537,2.415338972,5.000321313,4.804650445,4.953821951,0.949092117,1.259494906,4.336586669,4.804138174,5.71625572,4.43231686,2.337375423
cg23155965>NA,3.563719306,4.632765797,6.55153215,7.092106014,3.776288157,3.830797485,6.865600215,6.076063787,4.581587411,4.500330123,5.809936316,5.641452879,4.529898373,3.862191325,2.723372049,4.31646769,4.273436298,6.297487141,4.45709295,5.903817578,4.442192096,3.185644737,4.417892436,5.313019157,2.966806552
cg07026882>ATP11A,5.61978351,3.936184544,4.701916272,5.928674463,3.866871192,5.063580785,3.374878171,5.496729923,5.902178856,4.13454179,3.49027596,5.640772603,5.367392173,5.832072028,4.032054499,5.966418971,4.927352208,5.032490463,1.892203576,2.51465602,3.994778613,5.672897231,6.425584442,4.306406434,3.800513395
cg22886649>NA,5.309981215,4.906172685,6.514741807,6.783518269,4.578371999,5.309416688,7.439841503,5.850561974,6.828528879,7.431170432,7.297945502,6.99033612,5.734964775,4.76806607,7.966847099,7.106415226,7.089259564,5.455629666,5.7909536,5.082396073,7.37375391,5.200812245,6.837310952,7.72018376,6.022876514
cg24406754>C12orf56,4.2119434,3.380428077,2.451776282,2.463514404,3.070671364,2.442454878,3.255013404,4.208465602,1.753490111,2.38116342,3.384673543,5.439967973,3.916928921,2.262057118,4.619803411,2.191590832,2.418772831,2.739703944,4.871701081,4.741472678,4.234735768,3.87075234,3.143767024,2.011782051,5.633264823
cg04020999>TCHP,5.96095881,4.403769323,6.710760886,6.787091099,6.10586117,6.124672797,5.334358114,4.020508532,6.306180591,6.132065953,6.667895631,4.372222921,2.293328889,5.981466712,5.763590966,3.640915368,2.978159099,4.921008932,5.40775288,6.535361872,4.847025589,4.879601999,3.493413208,6.852836887,5.010844999
cg03333149>NA,4.198778553,5.637946104,5.846078997,5.739632486,4.667130449,6.682344043,3.850671761,4.614223165,5.785322673,5.695241086,4.465888402,7.032967925,6.264899167,6.341116658,4.277296915,5.969462801,6.806845866,7.771593707,4.952376638,4.800053575,3.016892756,5.184681491,7.295394351,4.573833718,5.33400902
cg11988476>C21orf70,3.637358891,3.930437468,4.194654259,5.138512565,3.86071174,3.716483744,4.982491949,4.793725681,6.930365314,5.914076136,5.296341319,5.277374124,5.862845121,5.896252664,3.434189833,6.967837563,5.933564175,5.095926715,3.290595977,4.530824442,4.013829928,5.627910501,6.070535484,4.861693388,6.411303136
cg08270023>NA,3.881712633,5.231890727,3.518963586,3.16400008,5.850201664,3.67109101,6.287998339,4.152673022,4.669494107,2.783193116,5.174306822,3.525454899,4.606502701,3.816403329,6.357755917,4.332172443,5.429290632,4.264372535,4.48341259,5.566779827,2.721463345,3.327293422,2.704195506,4.250201416,5.407634469
cg16912848>NA,3.435434687,2.414124547,4.950729969,2.558028743,2.278598412,2.557828639,2.341482023,3.296281484,3.635858789,4.969723447,2.661647903,2.723344468,3.852434162,2.549160642,4.631814858,2.636613989,5.330530786,2.646491323,3.333500908,4.906614606,2.671356443,5.047189156,5.195274879,5.394849861,4.10341027
cg13158990>TMEM11,3.899485119,4.280549357,3.400288929,5.927068658,3.50798944,3.278239184,5.827666,4.461911693,4.887731342,5.004344931,6.021948187,5.815621354,5.528707603,4.788149139,3.149143934,5.323300113,4.093714167,5.073864897,3.421760018,4.420906093,4.076207702,5.651560612,6.394494663,3.839200691,6.168793479
cg13740135>PHLDB3,3.498277581,2.76214744,5.055562621,5.6903266,2.315031881,2.751948228,4.21899435,2.361977709,4.395000508,4.205979133,3.563541484,3.107471023,4.318587726,3.719954643,2.659058658,2.544732518,4.441515122,4.802151114,2.148002389,2.129347569,2.474857845,4.945059977,4.130969913,2.329980549,4.112635293
cg18972013>GAA,3.515539719,3.598503038,5.052463823,2.12115594,3.076203267,3.842867992,3.33668825,2.594126754,4.806413796,2.787036322,3.497156952,4.589479866,1.651321703,3.646357324,4.334401279,2.704052024,2.136169099,4.561847402,5.053230253,6.461108343,3.89584447,5.383036752,2.721868164,2.838947073,4.060266106
cg16681268>ASZ1,6.436790084,6.672509955,6.907766175,6.96123048,4.615245225,3.960121432,7.037482204,5.260105632,5.402476494,4.127597022,6.217324531,5.439859497,3.47991884,5.027014747,5.553313471,3.810282829,5.767107098,5.538362722,4.907598092,4.601378104,4.571004963,4.150793252,6.305798712,6.32381412,4.131436889
cg14645880>RAPGEF1,5.447204807,4.409320145,6.058171089,5.968872285,6.323259844,6.183293326,5.450459391,4.872672574,5.304020821,5.971060561,6.431252691,3.436189825,2.906640669,3.050320386,6.348072286,3.103674509,3.673926405,5.872196921,7.420787074,6.808866782,5.003476533,6.099053784,4.202074002,6.779730126,4.570779302
cg19573208>GTPBP5,4.134712306,3.235457459,5.387995224,3.505619756,4.472783392,4.098950523,3.232081548,3.089213165,3.279769882,4.78285762,4.850674623,4.558888009,2.848450764,2.727442079,5.362030175,2.780398723,2.799615814,5.539558895,5.139528624,6.222663926,5.26066528,4.837664154,2.979864889,3.164592763,3.230943572
cg25617307>NLGN2,4.173755989,5.354441455,4.510380048,3.315766612,4.285383293,3.716197114,3.890997808,3.457833515,4.524104242,3.046426656,4.34270557,4.363650541,3.795439136,3.787428771,5.769847866,2.673508313,2.920186195,4.334558308,6.896447454,6.967738756,5.246684042,5.189587774,3.247032552,3.307928943,5.42671819
cg02081925>DOK3,3.723856955,3.436383823,6.294071651,3.824054337,6.649588191,6.266589841,3.315261634,3.913067378,6.822436387,2.540867012,3.961341853,4.273740963,3.158820752,6.174853111,4.62244543,4.583720978,2.631289311,4.776592832,6.194956928,6.749719711,3.976487969,4.839234321,2.84007839,3.420961145,4.077294809
cg21735741>NA,3.575889947,4.121770302,4.68521002,3.678518946,3.004064497,2.060824152,2.637706899,5.180292638,2.233497795,2.641121333,3.656155216,3.921059547,5.34459233,4.781892467,3.68104886,2.296060593,2.338416014,2.245109222,3.26681057,3.396839948,2.654554161,4.327839667,3.408424956,4.759613024,4.573113513
cg11181693>NA,3.816232597,3.51404244,5.256998756,4.679194283,3.245895708,5.263254453,4.504019273,4.872114352,3.837022798,4.851175494,2.331860868,4.815206596,2.054473825,2.829869462,4.751159739,2.938976353,2.185444371,4.082291448,4.007351841,2.596396796,3.47492481,2.938093446,4.043943256,3.882913045,1.348612683
cg22747480>WDR37,5.778168751,4.516276503,4.095769127,6.174066307,5.724204186,3.30814266,6.204533645,3.623972562,5.061500226,4.11946273,3.533615952,6.149560041,5.508819328,5.306635131,5.18177738,3.053322694,5.600802291,5.974803931,3.928000689,2.798217303,5.709782108,4.180717615,6.011594025,4.647625651,4.042501774
cg23046231>SPATS2L,4.603218473,4.268565927,3.649896807,6.631658278,3.569455141,3.378809171,5.363727166,4.049715288,6.662894266,5.467422714,4.966195039,5.629786869,5.865677566,5.589273684,3.196968516,5.766848706,5.312314685,4.260075343,2.408603457,3.450359996,4.284051218,4.852572711,6.526248863,3.915953621,4.49966109
cg09319815>PDCD1,4.810165152,4.200080035,6.431866012,6.182801115,6.657209447,4.838273352,6.184837973,5.540587319,7.327599603,5.620967664,6.389731178,4.869270472,3.208654738,4.44020291,7.38059822,4.141617785,3.330933445,6.065167317,6.625926858,7.377509557,6.345772431,6.324708661,4.858297455,7.212831352,4.994428792
cg17246535>NA,3.5862722,6.363131695,5.91410023,5.927538098,5.685939651,2.183867929,6.515630202,5.491882093,6.510347024,5.635359035,3.839197335,4.590133179,5.764801888,2.378313816,6.183335133,4.130579128,2.663579371,5.954312256,3.564237205,3.092870393,5.295248543,6.10419109,6.406174431,6.171852837,2.626212841
cg04282497>RASGEF1B,3.620125237,6.24358762,3.98373095,6.642145693,5.513212069,4.573455868,6.609224159,3.436798886,4.31074932,5.858601217,5.857780348,4.192610359,5.490587108,5.334650489,6.385837567,4.949296629,6.213355181,3.740129881,6.086198899,4.035202085,5.431576746,6.548657344,5.38387471,6.335784836,5.501630702
cg10526431>PDCD1,5.934110335,4.570909396,6.770873194,7.240489227,6.700031353,5.785516138,6.807080927,6.10662997,7.876565889,6.277472609,7.122701253,5.588400662,3.571826397,4.84873213,7.285775714,4.324706893,3.894838197,6.822394344,4.920986662,7.202815863,6.794174742,6.594256209,5.214286089,6.896678084,4.507212255
cg12799314>ADARB2,5.035073136,6.849419354,6.158562355,3.794784516,3.909604892,3.14580139,4.399796441,2.741582342,4.288991138,4.346762897,1.851313427,6.620957617,4.563542222,2.906507326,5.030838276,2.015112267,2.403902477,3.698336094,3.860829641,3.440457261,4.097999572,6.009458638,2.069949794,2.434726927,4.260430416
cg01244571>DIP2C,5.795285639,6.656894564,6.517511252,6.611622097,6.893514476,5.024240982,5.879876418,2.808586788,7.501749003,7.709358005,6.685725085,3.893934197,7.040350076,5.400948503,6.910304495,4.69497827,5.257500283,5.228396478,7.271568966,6.867449311,4.869830126,4.71053624,5.525914053,5.390894796,7.661054671
cg24689061>SORCS2,4.536431168,3.960057205,5.903606518,6.918155828,3.548456055,6.577327164,3.741962827,3.578070736,6.155536916,4.356339285,5.285345045,2.855885985,2.309884473,4.804429181,6.678107437,6.681239007,3.037126288,4.251875835,2.341349509,4.888216044,5.262329519,3.827738928,3.164905778,5.298124659,4.042040413
cg01214346>NA,4.27315099,3.81804138,2.47965538,2.859851845,3.745715569,1.468127959,4.094921301,5.311501669,1.49496635,1.303973491,2.752635493,3.274146115,2.387131398,2.804479174,1.964456142,1.329596769,1.447491026,2.961024904,3.672393932,1.994875126,2.914055865,1.590744643,4.470028072,3.372306206,4.301501849
cg19529709>TOP1P2;PIWIL3,5.694880305,6.697323746,6.591480746,4.779858487,3.333334196,5.124438231,5.964067307,4.95446747,5.839077415,5.174449607,4.267067782,5.613779814,3.274699223,3.907235056,4.181191066,2.555338567,3.455180599,3.573505912,5.584249448,3.117234683,4.431856792,4.133512299,4.052177305,4.312705895,5.446008317
cg05364072>MAP7D1,3.631923404,5.950382965,3.99640855,3.857528329,3.836549765,3.374118803,5.003113224,3.571076096,3.78205137,2.815888345,5.224602836,4.645145158,4.255384448,3.581922586,4.971931671,2.775799927,2.194044752,5.308062054,6.650966028,7.000101659,5.278249943,5.036118714,2.979948158,2.91318986,5.958249482
cg19700328>NA,1.957849601,3.470068268,1.645537396,1.574889441,1.408038714,1.417103057,1.87960089,1.067034324,3.73744763,1.908865883,1.857290466,1.387595222,4.656890493,1.879159899,0.844308746,1.416443237,0.824419895,0.541863834,4.504211607,3.502034603,1.807830109,2.808771567,3.322008614,3.499575852,5.02591124
cg13312036>MYO1C,6.140854443,3.432085288,4.261667771,6.09620441,4.322587415,4.253765329,4.725156218,4.700196467,6.409136503,3.990338178,6.644920623,6.671078225,4.294843138,4.734516812,3.797222114,4.278519769,3.43029349,4.387594015,3.308886659,5.443166029,5.217555731,5.985335148,3.729740033,6.777665858,2.956424384
cg14848783>FAT3,7.169215036,6.528535942,4.769994774,6.959267593,6.902292192,4.731758057,7.591016951,6.381529444,4.8984821,4.625347088,5.809238999,7.218667246,5.539552593,5.30553777,3.762059366,3.250876641,6.665977676,4.72558193,6.450866164,6.226501509,7.149412769,6.32123213,6.99344972,6.556610367,5.188168142
cg05212510>KCNG2,6.212553288,4.512933778,5.61432791,4.866199402,4.0267122,4.672175081,7.306449777,3.475728242,7.09430935,3.03784396,3.764298946,6.261785498,5.63218934,4.72106844,5.916679307,5.01447108,4.36275109,3.178641921,5.533312956,5.040832634,4.089431655,6.251233392,7.374220885,4.135944028,5.642452202
cg12841650>NA,3.768977224,4.498361849,4.50162919,4.968806144,3.622534928,5.970127015,4.340941126,3.224110894,6.137849181,4.164313957,4.672406889,3.092772254,1.841991533,3.922377739,5.346230428,4.07237785,2.31113055,3.696354012,6.940433611,6.987239255,5.301208159,4.208944042,3.026343448,5.300442077,2.769992789
cg19343861>PITPNM2,4.343311976,4.920020911,4.085017975,6.850505053,4.270562973,3.743073051,6.888669072,5.647773798,5.503234427,6.34742524,6.062445294,5.617352556,6.315169735,5.854740681,3.563784845,6.45811447,6.58337175,4.948225335,4.064570347,4.089402364,4.732079317,6.115795004,6.756443909,5.113966286,5.784149759
cg23221052>GFPT2,1.572153828,1.822324927,5.187402285,4.191699797,4.569192084,2.836549622,5.471814316,0.799048573,4.785202071,1.453500985,1.39773601,1.459043385,0.720356855,1.652139055,1.967126696,1.041921027,1.278989795,1.940043135,2.797974072,3.087253339,1.648042925,4.9384426,2.760287799,3.333103886,3.245463292
