gene_id,Groups,Category,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54
cpg472,Group,D2,0.833849665,0.797430795,0.820947457,0.892452901,0.790111423,0.828560152,0.826186703,0.738778654,0.8086316,0.793420512,0.788512369,0.822494223,0.789731443,0.797075609,0.817578138,0.785394687,0.798906315,0.779468653,0.77572895,0.838735405,0.797156615,0.81563955,0.793054109,0.839734654,0.817796821,0.793291122,0.727745121,0.856366587,0.847809843,0.876526367,0.751852612,0.908803451,0.492893867,0.863149564,0.872765306,0.930843554,0.674492463,0.678947691,0.84304878,0.542294598,0.863970945,0.877470727,0.857454922,0.924337528,0.355706688,0.929946747,0.908721216,0.671740331,0.849020406,0.80954521,0.905491222,0.8716967,0.772480608,0.956253107
cpg473,Group,D2,0.892156458,0.90394402,0.854251328,0.543689586,0.903064578,0.74496265,0.911007333,0.906798579,0.924029626,0.888702628,0.827970321,0.918368515,0.828226139,0.827304092,0.846186285,0.908197481,0.928940803,0.887710313,0.796505076,0.895156848,0.82616632,0.810974782,0.511682356,0.748787171,0.878031237,0.891897004,0.647697754,0.619258819,0.626497859,0.808536141,0.636593262,0.847443487,0.663305206,0.897508402,0.900342618,0.618868994,0.858507087,0.7324408,0.754866287,0.930465123,0.906921663,0.925703679,0.90395608,0.881437571,0.880541968,0.917476636,0.886180512,0.74718373,0.812126594,0.908333251,0.758624833,0.649065336,0.814262721,0.027151297
cpg474,Group,D2,0.819866521,0.792868292,0.758217822,0.811192046,0.789615989,0.694505007,0.651299656,0.599917214,0.808947124,0.641636415,0.631443974,0.750072304,0.6893287,0.699625685,0.693458505,0.677095895,0.655704259,0.550052928,0.600805682,0.774360736,0.689045303,0.687058924,0.467443225,0.596969046,0.68472608,0.728342432,0.540563204,0.672791003,0.59704372,0.651400294,0.782096531,0.889887937,0.729006437,0.680796864,0.658071299,0.806520098,0.815111885,0.790427139,0.654540578,0.227226059,0.809989325,0.524464377,0.904574959,0.734776756,0.782263721,0.891537553,0.820774758,0.72545764,0.61518549,0.850333513,0.751499673,0.501602663,0.630339699,0.195177179
cpg475,Group,D2,0.02474761,0.027470986,0.016028549,0.036089337,0.036591225,0.021358532,0.021617701,0.017295618,0.020745818,0.022030993,0.035739822,0.022341577,0.027226449,0.026580774,0.023148162,0.020102987,0.04008914,0.022554555,0.020328645,0.015188793,0.022491257,0.041030009,0.02792097,0.025775602,0.017292058,0.019017456,0.018366566,0.02611511,0.029530735,0.030962491,0.022429312,0.497566157,0.01879699,0.028642179,0.019130185,0.025442961,0.043972529,0.034803867,0.022070545,0.036686146,0.027850276,0.025487382,0.411918063,0.027993512,0.028915348,0.020676718,0.751521489,0.444647646,0.039247492,0.027766038,0.025167212,0.028019324,0.027110986,0.019143076
cpg476,Group,D2,0.87589032,0.859215324,0.842851736,0.852520002,0.861022934,0.871628633,0.874252526,0.870995829,0.867588812,0.850967777,0.874843603,0.871008356,0.883325729,0.865320473,0.833786667,0.818211547,0.870410188,0.893042322,0.842806291,0.880996129,0.864352223,0.852286516,0.755309268,0.809658614,0.883789072,0.861546425,0.637119082,0.845734569,0.87407111,0.88381385,0.848397079,0.925286909,0.836627836,0.77247639,0.924791869,0.843402355,0.873469541,0.879373008,0.856624619,0.923943627,0.848795025,0.878444251,0.885637995,0.928393042,0.9188496,0.883293937,0.89000219,0.882453897,0.886564951,0.887122592,0.860265749,0.80140557,0.821716617,0.184555058
cpg477,Group,D2,0.820168886,0.879624166,0.81266577,0.798975013,0.783070506,0.729998071,0.810727021,0.811389118,0.805199205,0.859665903,0.77551687,0.839379558,0.899555848,0.863285192,0.809899582,0.871352493,0.861574299,0.789140157,0.791454098,0.842771249,0.822292681,0.815802955,0.830551493,0.798976229,0.651827678,0.752553821,0.740120247,0.523366327,0.810894031,0.814306805,0.478898399,0.798603529,0.56181391,0.881579888,0.664732665,0.74191184,0.634317589,0.794408689,0.582983689,0.486072237,0.623866221,0.328351306,0.753686368,0.344287433,0.413691331,0.661732954,0.584560089,0.46075418,0.736670731,0.83782216,0.584852934,0.462671381,0.700436746,0.289497116
cpg478,Group,D2,0.308593551,0.350769271,0.430576154,0.521705473,0.285621607,0.505813319,0.448962853,0.320236654,0.359437495,0.463162229,0.425769265,0.336332516,0.528232699,0.375461481,0.419287921,0.376223756,0.420730204,0.461777336,0.443170983,0.311607209,0.323104755,0.536609944,0.634741008,0.602770617,0.426298651,0.526411604,0.612164345,0.624728815,0.684178404,0.523799947,0.677033831,0.720314828,0.558458843,0.4737748,0.582582427,0.658893843,0.701405251,0.693474925,0.643382213,0.872070616,0.474321945,0.253969508,0.762842267,0.489055291,0.942613408,0.743199452,0.886211483,0.822515451,0.783188314,0.528214669,0.845693832,0.689492215,0.561599009,0.098062907
cpg479,Group,D2,0.599664178,0.647526209,0.611871336,0.716609118,0.740875329,0.671260941,0.514008855,0.553770495,0.685625958,0.541847839,0.568033501,0.570261166,0.626137073,0.500302801,0.657979292,0.478562,0.607140126,0.460269334,0.608506916,0.580135858,0.495363905,0.630786565,0.402617276,0.58048896,0.703995477,0.623288213,0.481511655,0.681268182,0.671455254,0.58720644,0.661634113,0.801805034,0.703313106,0.742240091,0.722383141,0.680027419,0.698219218,0.668340136,0.71478916,0.179940738,0.730647514,0.869801569,0.791731756,0.131206234,0.663944013,0.858320749,0.755329272,0.798567872,0.73228853,0.803209671,0.673289755,0.449910583,0.454479561,0.10203491
cpg480,Group,D2,0.055011059,0.043560155,0.079789598,0.140901615,0.066801655,0.046616197,0.042510664,0.037080484,0.057947621,0.063681975,0.041383105,0.055934932,0.050478386,0.051503564,0.056111673,0.062107099,0.057014094,0.048973618,0.069755391,0.028342734,0.053187758,0.078506053,0.068205254,0.052938153,0.045897852,0.049879484,0.028941724,0.196606772,0.052400049,0.173155969,0.163409495,0.232343234,0.095547442,0.14181384,0.056665695,0.340755244,0.295039194,0.125213052,0.046963655,0.153390809,0.312254017,0.139461428,0.60342144,0.02906931,0.168939045,0.044516275,0.158851239,0.117746007,0.290044296,0.218474767,0.462746337,0.051556686,0.037994869,0.016918803
cpg481,Group,D2,0.940695798,0.90794668,0.961095012,0.896738441,0.923198406,0.910549308,0.927019812,0.899536757,0.944432908,0.925113208,0.833178725,0.889416183,0.857944773,0.878849328,0.898813447,0.916423699,0.891167184,0.895024879,0.888335237,0.929917644,0.888012299,0.896713346,0.774554878,0.879050959,0.91400502,0.88912601,0.730546978,0.91316082,0.889510853,0.96582705,0.931947795,0.864447269,0.871177472,0.918396944,0.930245121,0.915362797,0.959335167,0.907135596,0.687839632,0.88423172,0.912416365,0.92304911,0.940271017,0.635870634,0.525965153,0.860899566,0.821512529,0.839876424,0.887949542,0.890257534,0.734273926,0.894489511,0.827582486,0.552941412
cpg482,Group,D2,0.981001517,0.982011062,0.990685049,0.984902834,0.984327082,0.989838496,0.984788578,0.980545098,0.986302326,0.980230518,0.974931805,0.984374343,0.98572974,0.98589914,0.981937601,0.986432925,0.981930543,0.984417552,0.980445332,0.982034375,0.987717283,0.981885167,0.976023856,0.982393909,0.989288001,0.986973756,0.983587698,0.988738703,0.978760439,0.987671418,0.985097244,0.982940163,0.98850751,0.978100049,0.979001186,0.98505436,0.984158388,0.980883047,0.984033208,0.982217087,0.979876353,0.983832394,0.976394174,0.980257557,0.983487527,0.984184595,0.975503344,0.982394671,0.982501133,0.984669222,0.980729619,0.985287895,0.983445855,0.985295169
cpg483,Group,D2,0.946131758,0.943061375,0.941729134,0.891636182,0.953293805,0.905295398,0.942124096,0.921276349,0.921227513,0.911343719,0.923722152,0.922497926,0.906085862,0.87217012,0.941010734,0.928415675,0.949286525,0.950431029,0.881747754,0.948733427,0.902610896,0.897817709,0.778501375,0.912982618,0.934900428,0.940738458,0.855325644,0.92532574,0.861367974,0.917307613,0.894086524,0.886501798,0.882616832,0.949903727,0.947666737,0.900485388,0.877521213,0.890317794,0.528335843,0.897269503,0.920340301,0.89407638,0.48701391,0.947400671,0.770671299,0.7807876,0.935376226,0.918824218,0.84755933,0.793335705,0.75064323,0.912599897,0.87322039,0.162895834
cpg484,Group,D2,0.187823345,0.136240838,0.198470899,0.280518466,0.204734585,0.275959855,0.262898906,0.1934504,0.193891163,0.272602866,0.321962837,0.2039831,0.334532239,0.25093831,0.238621097,0.255566036,0.244711825,0.343266643,0.241427406,0.167974788,0.222551534,0.250771522,0.360418377,0.292925967,0.201379665,0.243616316,0.392464076,0.300860672,0.229653318,0.266727133,0.156881381,0.242998884,0.303176126,0.139777477,0.123847429,0.271022378,0.278039855,0.514427271,0.1970698,0.087895678,0.239102282,0.07917457,0.152346563,0.09057615,0.219059442,0.057041607,0.429016168,0.417471939,0.189614217,0.185058486,0.286183803,0.28326024,0.102545267,0.052716077
cpg485,Group,D2,0.005265651,0.006771685,0.005993358,0.00565978,0.031641738,0.005840894,0.004954327,0.005934409,0.006810003,0.055860249,0.007656113,0.00523467,0.00790574,0.006460802,0.044588917,0.007410534,0.00835582,0.009575852,0.005955765,0.016650077,0.005971635,0.009269382,0.005785416,0.005842416,0.004142446,0.005870906,0.005422464,0.004893556,0.048455543,0.005595507,0.00530195,0.582591948,0.005630855,0.422030571,0.00827846,0.011437861,0.550323339,0.005642446,0.005997685,0.007273018,0.006181127,0.007320256,0.348093356,0.007325019,0.006253148,0.150830107,0.594256536,0.004530114,0.371389055,0.007919602,0.005676634,0.005685359,0.004816344,0.022367555
cpg486,Group,D2,0.920442426,0.928372516,0.877709734,0.783503802,0.910849612,0.917575658,0.849675206,0.894364037,0.91755223,0.944133808,0.828487774,0.937763437,0.89987174,0.937468223,0.857013779,0.918714412,0.925294179,0.738145702,0.919992438,0.950454458,0.929195226,0.929988624,0.815210444,0.901945776,0.923027744,0.897690137,0.776581596,0.702002834,0.872029048,0.880278729,0.543828622,0.876398171,0.924399473,0.916716584,0.882588242,0.875449341,0.948944663,0.774206192,0.752191814,0.748235881,0.952203185,0.886293349,0.91528798,0.932146061,0.735341702,0.922539732,0.947502571,0.947213536,0.934746853,0.929941442,0.923312847,0.607606858,0.79088215,0.050956281
cpg487,Group,D2,0.958146826,0.954287879,0.953619905,0.934317377,0.94210357,0.938072607,0.934538886,0.957184749,0.94327818,0.931443125,0.925121091,0.940900978,0.943689886,0.922995347,0.959471968,0.948799618,0.877638883,0.947158116,0.937362699,0.929371841,0.94078397,0.949595112,0.912369707,0.942839151,0.894687771,0.918338067,0.841473985,0.903866713,0.960619164,0.966054449,0.901681908,0.889641605,0.920277549,0.952222363,0.929853319,0.934886744,0.887931196,0.913078682,0.806947416,0.554396588,0.944343716,0.950033943,0.376047291,0.925287836,0.642661284,0.94591171,0.643751062,0.944415638,0.950275382,0.855119864,0.757039772,0.897836751,0.880544652,0.13200075
cpg488,Group,D2,0.116458262,0.11404106,0.122367971,0.212816985,0.069668324,0.186884634,0.165067454,0.071254097,0.092574481,0.123262499,0.150282081,0.124971325,0.14726349,0.120990159,0.115382467,0.112763593,0.155294794,0.16449131,0.151255238,0.11500188,0.112086159,0.186268781,0.182933545,0.170076906,0.1375291,0.137244654,0.186930466,0.147184153,0.159938162,0.120194792,0.188918075,0.539016068,0.152568154,0.077337129,0.067459463,0.195429619,0.119107882,0.120017696,0.063167816,0.213385458,0.10207825,0.057824418,0.219298499,0.065451017,0.126692081,0.045962753,0.042230049,0.063061196,0.100116622,0.073835238,0.156493615,0.184262189,0.05918881,0.105094432
cpg489,Group,D2,0.927197862,0.929412661,0.931753907,0.919838943,0.935102077,0.911782948,0.893966738,0.902220812,0.93804434,0.901923677,0.898877425,0.916107017,0.932333075,0.913212789,0.911878762,0.891979387,0.909598804,0.907842608,0.900828554,0.911934054,0.909395771,0.919420723,0.891949351,0.934208972,0.913577454,0.927821266,0.935162071,0.898296324,0.90545111,0.936271672,0.880881387,0.94905756,0.927260036,0.907634681,0.922193386,0.923202258,0.929854497,0.834127486,0.9042677,0.828018975,0.907350513,0.91791905,0.9370702,0.872623538,0.884513368,0.915966787,0.893090991,0.889328048,0.923476949,0.920029281,0.900850353,0.926827223,0.875731507,0.935154097
cpg490,Group,D2,0.951379705,0.907658737,0.924270757,0.941577244,0.935040807,0.938838316,0.926840909,0.933103838,0.955768757,0.91284499,0.916381371,0.919547117,0.937130955,0.914271381,0.910733577,0.935494453,0.909242264,0.912078377,0.948891547,0.911034411,0.911241195,0.923906008,0.91252467,0.944731905,0.944388078,0.913463493,0.926894663,0.944185329,0.907478337,0.932521244,0.902978653,0.912361346,0.929424268,0.912171909,0.933361124,0.945437026,0.940756991,0.924395736,0.910234929,0.917695697,0.917792629,0.911845211,0.895550391,0.932702175,0.89799604,0.887576392,0.871896298,0.925579071,0.920860657,0.903858505,0.892304818,0.92566528,0.928258185,0.924332359
cpg491,Group,D2,0.955403227,0.953299418,0.95344668,0.930616385,0.960383367,0.947936216,0.94996801,0.936714262,0.952119184,0.94105504,0.953790654,0.952064665,0.938955394,0.928256643,0.936449034,0.935061789,0.959010173,0.950384325,0.935466794,0.946128379,0.945608841,0.9448077,0.934719975,0.964149894,0.935885415,0.949045496,0.912128986,0.943853782,0.928860491,0.959815984,0.930688871,0.953588673,0.943918422,0.940823594,0.933454738,0.939128287,0.942562617,0.943750529,0.944819207,0.942849132,0.940851515,0.943545466,0.929921866,0.937527083,0.936014274,0.911215639,0.916471359,0.89753301,0.916817301,0.946454492,0.930030186,0.929768111,0.916645834,0.172350826
cpg492,Group,D2,0.907270615,0.922464214,0.922170269,0.857659203,0.937145252,0.856178139,0.934666939,0.924465923,0.931261925,0.925048063,0.914394333,0.949294533,0.930673794,0.920497706,0.901600888,0.9316985,0.933603938,0.936678135,0.878398766,0.910945067,0.919628365,0.916020846,0.828914981,0.896723102,0.930495877,0.900444043,0.865300653,0.870570083,0.876870788,0.880743314,0.796171751,0.881822281,0.846774294,0.919964911,0.925361773,0.895656248,0.935542688,0.917747673,0.870017444,0.906190334,0.867609732,0.934724435,0.929535434,0.922637869,0.938660224,0.939241371,0.674475197,0.827061782,0.919730864,0.804606662,0.870669491,0.877065453,0.718997007,0.356082121
cpg493,Group,D2,0.01033967,0.019417145,0.025904578,0.028392657,0.014759675,0.008670697,0.016298904,0.009360626,0.016592497,0.022096636,0.02060925,0.012115968,0.013624285,0.016884312,0.012273557,0.017058159,0.028751862,0.012891336,0.011439145,0.012738226,0.011539908,0.026319536,0.017481738,0.015232667,0.016998511,0.024259504,0.011341269,0.021149385,0.017439269,0.012783437,0.022136123,0.077807468,0.022116993,0.023972598,0.02084898,0.036553854,0.089623061,0.019924204,0.015604552,0.042411068,0.040368432,0.023453139,0.02944973,0.028534409,0.050571373,0.022318778,0.175602372,0.012033598,0.018002065,0.015907991,0.095260026,0.017232061,0.015721889,0.017687908
cpg494,Group,D2,0.851574987,0.621515013,0.849626506,0.892235198,0.758319246,0.829261274,0.799928568,0.773579027,0.816284798,0.783637808,0.785854572,0.777931485,0.822680087,0.724959926,0.770469923,0.801477844,0.716783179,0.805438525,0.788876906,0.783489084,0.894887274,0.816636432,0.837864837,0.817053759,0.668221309,0.808979564,0.817517283,0.693652838,0.62683325,0.760036178,0.879036747,0.806373934,0.867875565,0.379654135,0.548105845,0.82447113,0.450864211,0.7318399,0.723148535,0.856472428,0.670201516,0.284307527,0.38757957,0.92967667,0.816191716,0.503713189,0.76243033,0.899399534,0.566422611,0.729394229,0.600162369,0.915356672,0.898488828,0.176079512
cpg495,Group,D2,0.781315393,0.772601165,0.784960494,0.800232443,0.800682952,0.776079782,0.704225375,0.692311498,0.83845799,0.774310051,0.709712351,0.749084235,0.739713137,0.727646803,0.800474939,0.74265314,0.749581163,0.690950172,0.768695122,0.759849807,0.721542328,0.771204096,0.661950924,0.748165498,0.742205907,0.779080233,0.781144805,0.801004842,0.742510331,0.806685335,0.841554122,0.81462943,0.817248764,0.7722026,0.729032902,0.829528611,0.800973905,0.779042275,0.502621445,0.829159699,0.810190862,0.645694547,0.820085128,0.83349931,0.769561839,0.846475346,0.777393074,0.83993393,0.793400619,0.782528336,0.671971282,0.668793984,0.821148178,0.788773049
cpg496,Group,D2,0.918004806,0.917038091,0.921146433,0.927302245,0.925523319,0.901194781,0.901638373,0.90225563,0.947833294,0.900587208,0.916370397,0.909354163,0.925888798,0.851596905,0.908091197,0.907050082,0.867203745,0.90437378,0.865171021,0.897476654,0.861469304,0.880059123,0.880210667,0.893895005,0.924304409,0.873131813,0.916799887,0.913534829,0.88095925,0.941309615,0.812101535,0.936061367,0.849918842,0.923518612,0.890873457,0.874343526,0.92481247,0.88443731,0.927692068,0.900199936,0.916543038,0.936984993,0.923239295,0.948842794,0.906424028,0.928117839,0.949501347,0.907610744,0.880830839,0.9269857,0.889787976,0.808798993,0.75689415,0.959585143
cpg497,Group,D2,0.417107935,0.312772321,0.419672557,0.692046968,0.461245028,0.455166387,0.402996389,0.286028276,0.423963877,0.401774076,0.425797483,0.333469121,0.426107779,0.335580899,0.386274227,0.296826025,0.374962157,0.421767197,0.414095607,0.347915915,0.394876286,0.484419808,0.564484126,0.458741566,0.454002189,0.455628251,0.580143453,0.742471766,0.546497533,0.634985864,0.882570032,0.858973354,0.864091618,0.285670162,0.377435892,0.763412427,0.671203957,0.589331899,0.410044298,0.757132874,0.622770543,0.620296322,0.710269614,0.835432955,0.674111076,0.415011487,0.792231056,0.807577813,0.492458849,0.332159914,0.750107336,0.627058949,0.699648632,0.150789042
cpg498,Group,D2,0.96448143,0.916058606,0.962296776,0.977299851,0.95322691,0.960516816,0.962235687,0.933933709,0.9451919,0.965443818,0.76618154,0.957392756,0.905488019,0.922491108,0.924035943,0.963507661,0.904201153,0.924980699,0.914125067,0.827636465,0.955026934,0.9076105,0.969496621,0.967832832,0.948985934,0.947214359,0.965480392,0.925507693,0.957609674,0.971999689,0.98024405,0.979761624,0.458858832,0.97347009,0.960999956,0.963910316,0.975903831,0.945717022,0.968234181,0.963751228,0.954715316,0.971740505,0.973807144,0.975807808,0.971896072,0.974011472,0.976870213,0.716930716,0.974820616,0.972625677,0.97408253,0.969914049,0.969958946,0.978322913
cpg499,Group,D2,0.976271209,0.973607921,0.977003329,0.974023075,0.972864898,0.982386506,0.97378554,0.97026337,0.980055526,0.966791313,0.978158661,0.976377478,0.976523268,0.969801469,0.971187881,0.972940979,0.968277,0.979340069,0.975840307,0.98119807,0.96694269,0.97607879,0.969967728,0.968433856,0.977066785,0.976336201,0.97641227,0.973753238,0.965663854,0.977774932,0.972371815,0.981109954,0.968415265,0.974328849,0.971916515,0.9791498,0.979969374,0.979309336,0.957778141,0.96038372,0.974484103,0.978116037,0.97032097,0.978177967,0.977117463,0.978919718,0.971935399,0.966182939,0.96461974,0.977864399,0.947655476,0.976064208,0.949148636,0.976193803
